"","TimePeriod","position","water_year","Node","Season","TimePercentage","Species","Life_Stage","Hydraulic","bottom_type","WYT","Suitability_Class"
"44","critical","LOB",2011,"F319","Seasonal",0,"Steelhead","Migration","Velocity","Concrete","WET","Low"
"45","critical","LOB",2012,"F319","Seasonal",0,"Steelhead","Migration","Velocity","Concrete","DRY","Low"
"46","critical","LOB",2013,"F319","Seasonal",0,"Steelhead","Migration","Velocity","Concrete","DRY","Low"
"47","critical","LOB",2014,"F319","Seasonal",0,"Steelhead","Migration","Velocity","Concrete","DRY","Low"
"48","critical","LOB",2015,"F319","Seasonal",0,"Steelhead","Migration","Velocity","Concrete","MODERATE","Low"
"49","critical","LOB",2016,"F319","Seasonal",0,"Steelhead","Migration","Velocity","Concrete","DRY","Low"
"50","critical","MC",2010,"F319","Seasonal",96.9536163522013,"Steelhead","Migration","Velocity","Concrete","WET","High"
"51","critical","MC",2011,"F319","Seasonal",99.2566510172144,"Steelhead","Migration","Velocity","Concrete","WET","High"
"52","critical","MC",2012,"F319","Seasonal",99.6658805031446,"Steelhead","Migration","Velocity","Concrete","DRY","High"
"53","critical","MC",2013,"F319","Seasonal",99.5283018867924,"Steelhead","Migration","Velocity","Concrete","DRY","High"
"54","critical","MC",2014,"F319","Seasonal",99.4693396226415,"Steelhead","Migration","Velocity","Concrete","DRY","High"
"55","critical","MC",2015,"F319","Seasonal",99.3348982785602,"Steelhead","Migration","Velocity","Concrete","MODERATE","High"
"56","critical","MC",2016,"F319","Seasonal",97.8577044025157,"Steelhead","Migration","Velocity","Concrete","DRY","High"
"57","critical","ROB",2010,"F319","Seasonal",0,"Steelhead","Migration","Velocity","Concrete","WET","Low"
"58","critical","ROB",2011,"F319","Seasonal",0,"Steelhead","Migration","Velocity","Concrete","WET","Low"
"59","critical","ROB",2012,"F319","Seasonal",0,"Steelhead","Migration","Velocity","Concrete","DRY","Low"
"60","critical","ROB",2013,"F319","Seasonal",0,"Steelhead","Migration","Velocity","Concrete","DRY","Low"
"61","critical","ROB",2014,"F319","Seasonal",0,"Steelhead","Migration","Velocity","Concrete","DRY","Low"
"62","critical","ROB",2015,"F319","Seasonal",0,"Steelhead","Migration","Velocity","Concrete","MODERATE","Low"
"63","critical","ROB",2016,"F319","Seasonal",0,"Steelhead","Migration","Velocity","Concrete","DRY","Low"
"64","critical","LOB",2010,"F34D","Seasonal",0,"Steelhead","Migration","Velocity","Concrete","WET","Low"
"65","critical","LOB",2011,"F34D","Seasonal",0,"Steelhead","Migration","Velocity","Concrete","WET","Low"
"66","critical","LOB",2012,"F34D","Seasonal",0,"Steelhead","Migration","Velocity","Concrete","DRY","Low"
"67","critical","LOB",2013,"F34D","Seasonal",0,"Steelhead","Migration","Velocity","Concrete","DRY","Low"
"68","critical","LOB",2014,"F34D","Seasonal",0,"Steelhead","Migration","Velocity","Concrete","DRY","Low"
"69","critical","LOB",2015,"F34D","Seasonal",0,"Steelhead","Migration","Velocity","Concrete","MODERATE","Low"
"70","critical","LOB",2016,"F34D","Seasonal",0,"Steelhead","Migration","Velocity","Concrete","DRY","Low"
"71","critical","MC",2010,"F34D","Seasonal",96.0298742138365,"Steelhead","Migration","Velocity","Concrete","WET","High"
"72","critical","MC",2011,"F34D","Seasonal",98.7871674491393,"Steelhead","Migration","Velocity","Concrete","WET","High"
"73","critical","MC",2012,"F34D","Seasonal",99.0172955974843,"Steelhead","Migration","Velocity","Concrete","DRY","High"
"74","critical","MC",2013,"F34D","Seasonal",99.2531446540881,"Steelhead","Migration","Velocity","Concrete","DRY","High"
"75","critical","MC",2014,"F34D","Seasonal",98.7421383647799,"Steelhead","Migration","Velocity","Concrete","DRY","High"
"76","critical","MC",2015,"F34D","Seasonal",98.8849765258216,"Steelhead","Migration","Velocity","Concrete","MODERATE","High"
"77","critical","MC",2016,"F34D","Seasonal",97.0518867924528,"Steelhead","Migration","Velocity","Concrete","DRY","High"
"78","critical","ROB",2010,"F34D","Seasonal",0,"Steelhead","Migration","Velocity","Concrete","WET","Low"
"79","critical","ROB",2011,"F34D","Seasonal",0,"Steelhead","Migration","Velocity","Concrete","WET","Low"
"80","critical","ROB",2012,"F34D","Seasonal",0,"Steelhead","Migration","Velocity","Concrete","DRY","Low"
"81","critical","ROB",2013,"F34D","Seasonal",0,"Steelhead","Migration","Velocity","Concrete","DRY","Low"
"82","critical","ROB",2014,"F34D","Seasonal",0,"Steelhead","Migration","Velocity","Concrete","DRY","Low"
"83","critical","ROB",2015,"F34D","Seasonal",0,"Steelhead","Migration","Velocity","Concrete","MODERATE","Low"
"84","critical","ROB",2016,"F34D","Seasonal",0,"Steelhead","Migration","Velocity","Concrete","DRY","Low"
"85","critical","LOB",2010,"F37B_High","Seasonal",53.7539308176101,"Steelhead","Migration","Velocity","Concrete","WET","Partial"
"86","critical","LOB",2011,"F37B_High","Seasonal",64.4170579029734,"Steelhead","Migration","Velocity","Concrete","WET","Partial"
"87","critical","LOB",2012,"F37B_High","Seasonal",62.6768867924528,"Steelhead","Migration","Velocity","Concrete","DRY","Partial"
"88","critical","LOB",2013,"F37B_High","Seasonal",74.3710691823899,"Steelhead","Migration","Velocity","Concrete","DRY","Partial"
"89","critical","LOB",2014,"F37B_High","Seasonal",62.1658805031447,"Steelhead","Migration","Velocity","Concrete","DRY","Partial"
"90","critical","LOB",2015,"F37B_High","Seasonal",61.5805946791862,"Steelhead","Migration","Velocity","Concrete","MODERATE","Partial"
"91","critical","LOB",2016,"F37B_High","Seasonal",53.2232704402516,"Steelhead","Migration","Velocity","Concrete","DRY","Partial"
"92","critical","MC",2010,"F37B_High","Seasonal",43.1800314465409,"Steelhead","Migration","Velocity","Concrete","WET","Partial"
"93","critical","MC",2011,"F37B_High","Seasonal",31.6901408450704,"Steelhead","Migration","Velocity","Concrete","WET","Partial"
"94","critical","MC",2012,"F37B_High","Seasonal",34.6305031446541,"Steelhead","Migration","Velocity","Concrete","DRY","Partial"
"95","critical","MC",2013,"F37B_High","Seasonal",23.4866352201258,"Steelhead","Migration","Velocity","Concrete","DRY","Low"
"96","critical","MC",2014,"F37B_High","Seasonal",34.6501572327044,"Steelhead","Migration","Velocity","Concrete","DRY","Partial"
"97","critical","MC",2015,"F37B_High","Seasonal",35.2503912363067,"Steelhead","Migration","Velocity","Concrete","MODERATE","Partial"
"98","critical","MC",2016,"F37B_High","Seasonal",45.0668238993711,"Steelhead","Migration","Velocity","Concrete","DRY","Partial"
"99","critical","ROB",2010,"F37B_High","Seasonal",53.7539308176101,"Steelhead","Migration","Velocity","Concrete","WET","Partial"
"100","critical","ROB",2011,"F37B_High","Seasonal",64.4170579029734,"Steelhead","Migration","Velocity","Concrete","WET","Partial"
"101","critical","ROB",2012,"F37B_High","Seasonal",62.6768867924528,"Steelhead","Migration","Velocity","Concrete","DRY","Partial"
"102","critical","ROB",2013,"F37B_High","Seasonal",74.3710691823899,"Steelhead","Migration","Velocity","Concrete","DRY","Partial"
"103","critical","ROB",2014,"F37B_High","Seasonal",62.1658805031447,"Steelhead","Migration","Velocity","Concrete","DRY","Partial"
"104","critical","ROB",2015,"F37B_High","Seasonal",61.5805946791862,"Steelhead","Migration","Velocity","Concrete","MODERATE","Partial"
"105","critical","ROB",2016,"F37B_High","Seasonal",53.2232704402516,"Steelhead","Migration","Velocity","Concrete","DRY","Partial"
"106","critical","LOB",2010,"F37B_Low","Seasonal",8.05817610062893,"Steelhead","Migration","Velocity","Soft","WET","Low"
"107","critical","LOB",2011,"F37B_Low","Seasonal",3.56025039123631,"Steelhead","Migration","Velocity","Soft","WET","Low"
"108","critical","LOB",2012,"F37B_Low","Seasonal",3.55738993710692,"Steelhead","Migration","Velocity","Soft","DRY","Low"
"109","critical","LOB",2013,"F37B_Low","Seasonal",2.16194968553459,"Steelhead","Migration","Velocity","Soft","DRY","Low"
"110","critical","LOB",2014,"F37B_Low","Seasonal",4.06839622641509,"Steelhead","Migration","Velocity","Soft","DRY","Low"
"111","critical","LOB",2015,"F37B_Low","Seasonal",3.54068857589984,"Steelhead","Migration","Velocity","Soft","MODERATE","Low"
"112","critical","LOB",2016,"F37B_Low","Seasonal",8.09748427672956,"Steelhead","Migration","Velocity","Soft","DRY","Low"
"113","critical","MC",2010,"F37B_Low","Seasonal",45.2437106918239,"Steelhead","Migration","Velocity","Soft","WET","Partial"
"114","critical","MC",2011,"F37B_Low","Seasonal",33.4115805946792,"Steelhead","Migration","Velocity","Soft","WET","Partial"
"115","critical","MC",2012,"F37B_Low","Seasonal",35.2004716981132,"Steelhead","Migration","Velocity","Soft","DRY","Partial"
"116","critical","MC",2013,"F37B_Low","Seasonal",24.8034591194969,"Steelhead","Migration","Velocity","Soft","DRY","Low"
"117","critical","MC",2014,"F37B_Low","Seasonal",36.7924528301887,"Steelhead","Migration","Velocity","Soft","DRY","Partial"
"118","critical","MC",2015,"F37B_Low","Seasonal",37.8912363067293,"Steelhead","Migration","Velocity","Soft","MODERATE","Partial"
"119","critical","MC",2016,"F37B_Low","Seasonal",46.0691823899371,"Steelhead","Migration","Velocity","Soft","DRY","Partial"
"120","critical","ROB",2010,"F37B_Low","Seasonal",38.187893081761,"Steelhead","Migration","Velocity","Soft","WET","Partial"
"121","critical","ROB",2011,"F37B_Low","Seasonal",27.1713615023474,"Steelhead","Migration","Velocity","Soft","WET","Partial"
"122","critical","ROB",2012,"F37B_Low","Seasonal",32.4882075471698,"Steelhead","Migration","Velocity","Soft","DRY","Partial"
"123","critical","ROB",2013,"F37B_Low","Seasonal",20.8529874213836,"Steelhead","Migration","Velocity","Soft","DRY","Low"
"124","critical","ROB",2014,"F37B_Low","Seasonal",33.6084905660377,"Steelhead","Migration","Velocity","Soft","DRY","Partial"
"125","critical","ROB",2015,"F37B_Low","Seasonal",32.9420970266041,"Steelhead","Migration","Velocity","Soft","MODERATE","Partial"
"126","critical","ROB",2016,"F37B_Low","Seasonal",40.998427672956,"Steelhead","Migration","Velocity","Soft","DRY","Partial"
"127","critical","LOB",2010,"F45B","Seasonal",1.39544025157233,"Steelhead","Migration","Velocity","Concrete","WET","Low"
"128","critical","LOB",2011,"F45B","Seasonal",2.99295774647887,"Steelhead","Migration","Velocity","Concrete","WET","Low"
"129","critical","LOB",2012,"F45B","Seasonal",1.04166666666667,"Steelhead","Migration","Velocity","Concrete","DRY","Low"
"130","critical","LOB",2013,"F45B","Seasonal",36.7138364779874,"Steelhead","Migration","Velocity","Concrete","DRY","Partial"
"131","critical","LOB",2014,"F45B","Seasonal",40.1729559748428,"Steelhead","Migration","Velocity","Concrete","DRY","Partial"
"132","critical","LOB",2015,"F45B","Seasonal",28.3059467918623,"Steelhead","Migration","Velocity","Concrete","MODERATE","Partial"
"133","critical","LOB",2016,"F45B","Seasonal",17.2169811320755,"Steelhead","Migration","Velocity","Concrete","DRY","Low"
"134","critical","MC",2010,"F45B","Seasonal",98.4866352201258,"Steelhead","Migration","Velocity","Concrete","WET","High"
"135","critical","MC",2011,"F45B","Seasonal",96.9287949921753,"Steelhead","Migration","Velocity","Concrete","WET","High"
"136","critical","MC",2012,"F45B","Seasonal",98.9190251572327,"Steelhead","Migration","Velocity","Concrete","DRY","High"
"137","critical","MC",2013,"F45B","Seasonal",63.0896226415094,"Steelhead","Migration","Velocity","Concrete","DRY","Partial"
"138","critical","MC",2014,"F45B","Seasonal",59.6501572327044,"Steelhead","Migration","Velocity","Concrete","DRY","Partial"
"139","critical","MC",2015,"F45B","Seasonal",71.5962441314554,"Steelhead","Migration","Velocity","Concrete","MODERATE","Partial"
"140","critical","MC",2016,"F45B","Seasonal",82.7437106918239,"Steelhead","Migration","Velocity","Concrete","DRY","High"
"141","critical","ROB",2010,"F45B","Seasonal",1.39544025157233,"Steelhead","Migration","Velocity","Concrete","WET","Low"
"142","critical","ROB",2011,"F45B","Seasonal",2.99295774647887,"Steelhead","Migration","Velocity","Concrete","WET","Low"
"143","critical","ROB",2012,"F45B","Seasonal",1.04166666666667,"Steelhead","Migration","Velocity","Concrete","DRY","Low"
"144","critical","ROB",2013,"F45B","Seasonal",36.7138364779874,"Steelhead","Migration","Velocity","Concrete","DRY","Partial"
"145","critical","ROB",2014,"F45B","Seasonal",40.1729559748428,"Steelhead","Migration","Velocity","Concrete","DRY","Partial"
"146","critical","ROB",2015,"F45B","Seasonal",28.3059467918623,"Steelhead","Migration","Velocity","Concrete","MODERATE","Partial"
"147","critical","ROB",2016,"F45B","Seasonal",17.2169811320755,"Steelhead","Migration","Velocity","Concrete","DRY","Low"
"148","critical","LOB",2010,"F57C","Seasonal",89.7209119496855,"Steelhead","Migration","Velocity","Soft","WET","High"
"149","critical","LOB",2011,"F57C","Seasonal",97.848200312989,"Steelhead","Migration","Velocity","Soft","WET","High"
"150","critical","LOB",2012,"F57C","Seasonal",97.3270440251572,"Steelhead","Migration","Velocity","Soft","DRY","High"
"151","critical","LOB",2013,"F57C","Seasonal",98.4669811320755,"Steelhead","Migration","Velocity","Soft","DRY","High"
"152","critical","LOB",2014,"F57C","Seasonal",97.1698113207547,"Steelhead","Migration","Velocity","Soft","DRY","High"
"153","critical","LOB",2015,"F57C","Seasonal",97.6917057902973,"Steelhead","Migration","Velocity","Soft","MODERATE","High"
"154","critical","LOB",2016,"F57C","Seasonal",94.0055031446541,"Steelhead","Migration","Velocity","Soft","DRY","High"
"155","critical","MC",2010,"F57C","Seasonal",100,"Steelhead","Migration","Velocity","Soft","WET","High"
"156","critical","MC",2011,"F57C","Seasonal",100,"Steelhead","Migration","Velocity","Soft","WET","High"
"157","critical","MC",2012,"F57C","Seasonal",100,"Steelhead","Migration","Velocity","Soft","DRY","High"
"158","critical","MC",2013,"F57C","Seasonal",100,"Steelhead","Migration","Velocity","Soft","DRY","High"
"159","critical","MC",2014,"F57C","Seasonal",100,"Steelhead","Migration","Velocity","Soft","DRY","High"
"160","critical","MC",2015,"F57C","Seasonal",100,"Steelhead","Migration","Velocity","Soft","MODERATE","High"
"161","critical","MC",2016,"F57C","Seasonal",100,"Steelhead","Migration","Velocity","Soft","DRY","High"
"162","critical","ROB",2010,"F57C","Seasonal",10.6525157232704,"Steelhead","Migration","Velocity","Soft","WET","Low"
"163","critical","ROB",2011,"F57C","Seasonal",2.21048513302034,"Steelhead","Migration","Velocity","Soft","WET","Low"
"164","critical","ROB",2012,"F57C","Seasonal",2.77122641509434,"Steelhead","Migration","Velocity","Soft","DRY","Low"
"165","critical","ROB",2013,"F57C","Seasonal",1.53301886792453,"Steelhead","Migration","Velocity","Soft","DRY","Low"
"166","critical","ROB",2014,"F57C","Seasonal",2.92845911949686,"Steelhead","Migration","Velocity","Soft","DRY","Low"
"167","critical","ROB",2015,"F57C","Seasonal",2.36697965571205,"Steelhead","Migration","Velocity","Soft","MODERATE","Low"
"168","critical","ROB",2016,"F57C","Seasonal",6.09276729559748,"Steelhead","Migration","Velocity","Soft","DRY","Low"
"169","critical","LOB",2010,"GLEN","Seasonal",99.4300314465409,"Steelhead","Migration","Velocity","Soft","WET","High"
"170","critical","LOB",2011,"GLEN","Seasonal",99.8630672926448,"Steelhead","Migration","Velocity","Soft","WET","High"
"171","critical","LOB",2012,"GLEN","Seasonal",99.9606918238994,"Steelhead","Migration","Velocity","Soft","DRY","High"
"172","critical","LOB",2013,"GLEN","Seasonal",99.8034591194968,"Steelhead","Migration","Velocity","Soft","DRY","High"
"173","critical","LOB",2014,"GLEN","Seasonal",99.8231132075472,"Steelhead","Migration","Velocity","Soft","DRY","High"
"174","critical","LOB",2015,"GLEN","Seasonal",99.7065727699531,"Steelhead","Migration","Velocity","Soft","MODERATE","High"
"175","critical","LOB",2016,"GLEN","Seasonal",99.4693396226415,"Steelhead","Migration","Velocity","Soft","DRY","High"
"176","critical","MC",2010,"GLEN","Seasonal",99.9410377358491,"Steelhead","Migration","Velocity","Soft","WET","High"
"177","critical","MC",2011,"GLEN","Seasonal",99.9804381846635,"Steelhead","Migration","Velocity","Soft","WET","High"
"178","critical","MC",2012,"GLEN","Seasonal",100,"Steelhead","Migration","Velocity","Soft","DRY","High"
"179","critical","MC",2013,"GLEN","Seasonal",99.9803459119497,"Steelhead","Migration","Velocity","Soft","DRY","High"
"180","critical","MC",2014,"GLEN","Seasonal",100,"Steelhead","Migration","Velocity","Soft","DRY","High"
"181","critical","MC",2015,"GLEN","Seasonal",100,"Steelhead","Migration","Velocity","Soft","MODERATE","High"
"182","critical","MC",2016,"GLEN","Seasonal",99.9410377358491,"Steelhead","Migration","Velocity","Soft","DRY","High"
"183","critical","ROB",2010,"GLEN","Seasonal",98.7224842767296,"Steelhead","Migration","Velocity","Soft","WET","High"
"184","critical","ROB",2011,"GLEN","Seasonal",99.5500782472613,"Steelhead","Migration","Velocity","Soft","WET","High"
"185","critical","ROB",2012,"GLEN","Seasonal",99.7838050314465,"Steelhead","Migration","Velocity","Soft","DRY","High"
"186","critical","ROB",2013,"GLEN","Seasonal",99.6658805031446,"Steelhead","Migration","Velocity","Soft","DRY","High"
"187","critical","ROB",2014,"GLEN","Seasonal",99.7248427672956,"Steelhead","Migration","Velocity","Soft","DRY","High"
"188","critical","ROB",2015,"GLEN","Seasonal",99.5892018779343,"Steelhead","Migration","Velocity","Soft","MODERATE","High"
"189","critical","ROB",2016,"GLEN","Seasonal",99.0566037735849,"Steelhead","Migration","Velocity","Soft","DRY","High"
"190","critical","LOB",2010,"LA1","Seasonal",0,"Steelhead","Migration","Velocity","Concrete","WET","Low"
"191","critical","LOB",2011,"LA1","Seasonal",0,"Steelhead","Migration","Velocity","Concrete","WET","Low"
"192","critical","LOB",2012,"LA1","Seasonal",0,"Steelhead","Migration","Velocity","Concrete","DRY","Low"
"193","critical","LOB",2013,"LA1","Seasonal",0,"Steelhead","Migration","Velocity","Concrete","DRY","Low"
"194","critical","LOB",2014,"LA1","Seasonal",0,"Steelhead","Migration","Velocity","Concrete","DRY","Low"
"195","critical","LOB",2015,"LA1","Seasonal",0,"Steelhead","Migration","Velocity","Concrete","MODERATE","Low"
"196","critical","LOB",2016,"LA1","Seasonal",0,"Steelhead","Migration","Velocity","Concrete","DRY","Low"
"197","critical","MC",2010,"LA1","Seasonal",99.8231132075472,"Steelhead","Migration","Velocity","Concrete","WET","High"
"198","critical","MC",2011,"LA1","Seasonal",100,"Steelhead","Migration","Velocity","Concrete","WET","High"
"199","critical","MC",2012,"LA1","Seasonal",100,"Steelhead","Migration","Velocity","Concrete","DRY","High"
"200","critical","MC",2013,"LA1","Seasonal",99.9803459119497,"Steelhead","Migration","Velocity","Concrete","DRY","High"
"201","critical","MC",2014,"LA1","Seasonal",100,"Steelhead","Migration","Velocity","Concrete","DRY","High"
"202","critical","MC",2015,"LA1","Seasonal",99.9804381846635,"Steelhead","Migration","Velocity","Concrete","MODERATE","High"
"203","critical","MC",2016,"LA1","Seasonal",99.7051886792453,"Steelhead","Migration","Velocity","Concrete","DRY","High"
"204","critical","ROB",2010,"LA1","Seasonal",0,"Steelhead","Migration","Velocity","Concrete","WET","Low"
"205","critical","ROB",2011,"LA1","Seasonal",0,"Steelhead","Migration","Velocity","Concrete","WET","Low"
"206","critical","ROB",2012,"LA1","Seasonal",0,"Steelhead","Migration","Velocity","Concrete","DRY","Low"
"207","critical","ROB",2013,"LA1","Seasonal",0,"Steelhead","Migration","Velocity","Concrete","DRY","Low"
"208","critical","ROB",2014,"LA1","Seasonal",0,"Steelhead","Migration","Velocity","Concrete","DRY","Low"
"209","critical","ROB",2015,"LA1","Seasonal",0,"Steelhead","Migration","Velocity","Concrete","MODERATE","Low"
"210","critical","ROB",2016,"LA1","Seasonal",0,"Steelhead","Migration","Velocity","Concrete","DRY","Low"
"211","critical","LOB",2010,"LA11","Seasonal",15.7036163522013,"Steelhead","Migration","Velocity","Soft","WET","Low"
"212","critical","LOB",2011,"LA11","Seasonal",2.4452269170579,"Steelhead","Migration","Velocity","Soft","WET","Low"
"213","critical","LOB",2012,"LA11","Seasonal",4.50078616352201,"Steelhead","Migration","Velocity","Soft","DRY","Low"
"214","critical","LOB",2013,"LA11","Seasonal",1.53301886792453,"Steelhead","Migration","Velocity","Soft","DRY","Low"
"215","critical","LOB",2014,"LA11","Seasonal",3.49842767295597,"Steelhead","Migration","Velocity","Soft","DRY","Low"
"216","critical","LOB",2015,"LA11","Seasonal",2.89514866979656,"Steelhead","Migration","Velocity","Soft","MODERATE","Low"
"217","critical","LOB",2016,"LA11","Seasonal",6.93789308176101,"Steelhead","Migration","Velocity","Soft","DRY","Low"
"218","critical","MC",2010,"LA11","Seasonal",96.2067610062893,"Steelhead","Migration","Velocity","Soft","WET","High"
"219","critical","MC",2011,"LA11","Seasonal",98.8849765258216,"Steelhead","Migration","Velocity","Soft","WET","High"
"220","critical","MC",2012,"LA11","Seasonal",99.0566037735849,"Steelhead","Migration","Velocity","Soft","DRY","High"
"221","critical","MC",2013,"LA11","Seasonal",99.3514150943396,"Steelhead","Migration","Velocity","Soft","DRY","High"
"222","critical","MC",2014,"LA11","Seasonal",98.8797169811321,"Steelhead","Migration","Velocity","Soft","DRY","High"
"223","critical","MC",2015,"LA11","Seasonal",99.0414710485133,"Steelhead","Migration","Velocity","Soft","MODERATE","High"
"224","critical","MC",2016,"LA11","Seasonal",97.2287735849057,"Steelhead","Migration","Velocity","Soft","DRY","High"
"225","critical","ROB",2010,"LA11","Seasonal",6.78066037735849,"Steelhead","Migration","Velocity","Soft","WET","Low"
"226","critical","ROB",2011,"LA11","Seasonal",1.89749608763693,"Steelhead","Migration","Velocity","Soft","WET","Low"
"227","critical","ROB",2012,"LA11","Seasonal",2.10298742138365,"Steelhead","Migration","Velocity","Soft","DRY","Low"
"228","critical","ROB",2013,"LA11","Seasonal",1.27751572327044,"Steelhead","Migration","Velocity","Soft","DRY","Low"
"229","critical","ROB",2014,"LA11","Seasonal",2.35849056603774,"Steelhead","Migration","Velocity","Soft","DRY","Low"
"230","critical","ROB",2015,"LA11","Seasonal",1.9170579029734,"Steelhead","Migration","Velocity","Soft","MODERATE","Low"
"231","critical","ROB",2016,"LA11","Seasonal",4.97248427672956,"Steelhead","Migration","Velocity","Soft","DRY","Low"
"232","critical","LOB",2010,"LA13","Seasonal",0,"Steelhead","Migration","Velocity","Concrete","WET","Low"
"233","critical","LOB",2011,"LA13","Seasonal",0,"Steelhead","Migration","Velocity","Concrete","WET","Low"
"234","critical","LOB",2012,"LA13","Seasonal",0,"Steelhead","Migration","Velocity","Concrete","DRY","Low"
"235","critical","LOB",2013,"LA13","Seasonal",0,"Steelhead","Migration","Velocity","Concrete","DRY","Low"
"236","critical","LOB",2014,"LA13","Seasonal",0,"Steelhead","Migration","Velocity","Concrete","DRY","Low"
"237","critical","LOB",2015,"LA13","Seasonal",0,"Steelhead","Migration","Velocity","Concrete","MODERATE","Low"
