"","month_year","water_year","month","TimePeriod","position","Node","DaysPerMonth","Species","Life_Stage","Hydraulic","bottom_type","Suitability_Class"
"69","Jun 2014",2014,6,"critical","MC","11101250",0,"SAS","Fry","Depth","Soft","Low"
"70","Jul 2014",2014,7,"critical","MC","11101250",0,"SAS","Fry","Depth","Soft","Low"
"71","Mar 2014",2014,3,"critical","ROB","11101250",0,"SAS","Fry","Depth","Soft","Low"
"72","Apr 2014",2014,4,"critical","ROB","11101250",0,"SAS","Fry","Depth","Soft","Low"
"73","May 2014",2014,5,"critical","ROB","11101250",0,"SAS","Fry","Depth","Soft","Low"
"74","Jun 2014",2014,6,"critical","ROB","11101250",0,"SAS","Fry","Depth","Soft","Low"
"75","Jul 2014",2014,7,"critical","ROB","11101250",0,"SAS","Fry","Depth","Soft","Low"
"76","Mar 2015",2015,3,"critical","LOB","11101250",0,"SAS","Fry","Depth","Soft","Low"
"77","Apr 2015",2015,4,"critical","LOB","11101250",0,"SAS","Fry","Depth","Soft","Low"
"78","May 2015",2015,5,"critical","LOB","11101250",0,"SAS","Fry","Depth","Soft","Low"
"79","Jun 2015",2015,6,"critical","LOB","11101250",0,"SAS","Fry","Depth","Soft","Low"
"80","Jul 2015",2015,7,"critical","LOB","11101250",0,"SAS","Fry","Depth","Soft","Low"
"81","Mar 2015",2015,3,"critical","MC","11101250",0,"SAS","Fry","Depth","Soft","Low"
"82","Apr 2015",2015,4,"critical","MC","11101250",0,"SAS","Fry","Depth","Soft","Low"
"83","May 2015",2015,5,"critical","MC","11101250",0,"SAS","Fry","Depth","Soft","Low"
"84","Jun 2015",2015,6,"critical","MC","11101250",0,"SAS","Fry","Depth","Soft","Low"
"85","Jul 2015",2015,7,"critical","MC","11101250",0,"SAS","Fry","Depth","Soft","Low"
"86","Mar 2015",2015,3,"critical","ROB","11101250",0,"SAS","Fry","Depth","Soft","Low"
"87","Apr 2015",2015,4,"critical","ROB","11101250",0,"SAS","Fry","Depth","Soft","Low"
"88","May 2015",2015,5,"critical","ROB","11101250",0,"SAS","Fry","Depth","Soft","Low"
"89","Jun 2015",2015,6,"critical","ROB","11101250",0,"SAS","Fry","Depth","Soft","Low"
"90","Jul 2015",2015,7,"critical","ROB","11101250",0,"SAS","Fry","Depth","Soft","Low"
"91","Mar 2016",2016,3,"critical","LOB","11101250",0,"SAS","Fry","Depth","Soft","Low"
"92","Apr 2016",2016,4,"critical","LOB","11101250",0,"SAS","Fry","Depth","Soft","Low"
"93","May 2016",2016,5,"critical","LOB","11101250",0,"SAS","Fry","Depth","Soft","Low"
"94","Jun 2016",2016,6,"critical","LOB","11101250",0,"SAS","Fry","Depth","Soft","Low"
"95","Jul 2016",2016,7,"critical","LOB","11101250",0,"SAS","Fry","Depth","Soft","Low"
"96","Mar 2016",2016,3,"critical","MC","11101250",0,"SAS","Fry","Depth","Soft","Low"
"97","Apr 2016",2016,4,"critical","MC","11101250",0,"SAS","Fry","Depth","Soft","Low"
"98","May 2016",2016,5,"critical","MC","11101250",0,"SAS","Fry","Depth","Soft","Low"
"99","Jun 2016",2016,6,"critical","MC","11101250",0,"SAS","Fry","Depth","Soft","Low"
"100","Jul 2016",2016,7,"critical","MC","11101250",0,"SAS","Fry","Depth","Soft","Low"
"101","Mar 2016",2016,3,"critical","ROB","11101250",0,"SAS","Fry","Depth","Soft","Low"
"102","Apr 2016",2016,4,"critical","ROB","11101250",0,"SAS","Fry","Depth","Soft","Low"
"103","May 2016",2016,5,"critical","ROB","11101250",0,"SAS","Fry","Depth","Soft","Low"
"104","Jun 2016",2016,6,"critical","ROB","11101250",0,"SAS","Fry","Depth","Soft","Low"
"105","Jul 2016",2016,7,"critical","ROB","11101250",0,"SAS","Fry","Depth","Soft","Low"
"106","Mar 2010",2010,3,"critical","LOB","F300",0,"SAS","Fry","Depth","Soft","Low"
"107","Apr 2010",2010,4,"critical","LOB","F300",4,"SAS","Fry","Depth","Soft","Low"
"108","May 2010",2010,5,"critical","LOB","F300",0,"SAS","Fry","Depth","Soft","Low"
"109","Jun 2010",2010,6,"critical","LOB","F300",0,"SAS","Fry","Depth","Soft","Low"
"110","Jul 2010",2010,7,"critical","LOB","F300",0,"SAS","Fry","Depth","Soft","Low"
"111","Mar 2010",2010,3,"critical","MC","F300",0,"SAS","Fry","Depth","Soft","Low"
"112","Apr 2010",2010,4,"critical","MC","F300",0,"SAS","Fry","Depth","Soft","Low"
"113","May 2010",2010,5,"critical","MC","F300",0,"SAS","Fry","Depth","Soft","Low"
"114","Jun 2010",2010,6,"critical","MC","F300",0,"SAS","Fry","Depth","Soft","Low"
"115","Jul 2010",2010,7,"critical","MC","F300",0,"SAS","Fry","Depth","Soft","Low"
"116","Mar 2010",2010,3,"critical","ROB","F300",0,"SAS","Fry","Depth","Soft","Low"
"117","Apr 2010",2010,4,"critical","ROB","F300",4,"SAS","Fry","Depth","Soft","Low"
"118","May 2010",2010,5,"critical","ROB","F300",0,"SAS","Fry","Depth","Soft","Low"
"119","Jun 2010",2010,6,"critical","ROB","F300",0,"SAS","Fry","Depth","Soft","Low"
"120","Jul 2010",2010,7,"critical","ROB","F300",0,"SAS","Fry","Depth","Soft","Low"
"121","Mar 2011",2011,3,"critical","LOB","F300",0,"SAS","Fry","Depth","Soft","Low"
"122","Apr 2011",2011,4,"critical","LOB","F300",0,"SAS","Fry","Depth","Soft","Low"
"123","May 2011",2011,5,"critical","LOB","F300",0,"SAS","Fry","Depth","Soft","Low"
"124","Jun 2011",2011,6,"critical","LOB","F300",0,"SAS","Fry","Depth","Soft","Low"
"125","Jul 2011",2011,7,"critical","LOB","F300",0,"SAS","Fry","Depth","Soft","Low"
"126","Mar 2011",2011,3,"critical","MC","F300",0,"SAS","Fry","Depth","Soft","Low"
"127","Apr 2011",2011,4,"critical","MC","F300",0,"SAS","Fry","Depth","Soft","Low"
"128","May 2011",2011,5,"critical","MC","F300",0,"SAS","Fry","Depth","Soft","Low"
"129","Jun 2011",2011,6,"critical","MC","F300",0,"SAS","Fry","Depth","Soft","Low"
"130","Jul 2011",2011,7,"critical","MC","F300",0,"SAS","Fry","Depth","Soft","Low"
"131","Mar 2011",2011,3,"critical","ROB","F300",0,"SAS","Fry","Depth","Soft","Low"
"132","Apr 2011",2011,4,"critical","ROB","F300",0,"SAS","Fry","Depth","Soft","Low"
"133","May 2011",2011,5,"critical","ROB","F300",0,"SAS","Fry","Depth","Soft","Low"
"134","Jun 2011",2011,6,"critical","ROB","F300",0,"SAS","Fry","Depth","Soft","Low"
"135","Jul 2011",2011,7,"critical","ROB","F300",0,"SAS","Fry","Depth","Soft","Low"
"136","Mar 2012",2012,3,"critical","LOB","F300",0,"SAS","Fry","Depth","Soft","Low"
"137","Apr 2012",2012,4,"critical","LOB","F300",0,"SAS","Fry","Depth","Soft","Low"
"138","May 2012",2012,5,"critical","LOB","F300",0,"SAS","Fry","Depth","Soft","Low"
"139","Jun 2012",2012,6,"critical","LOB","F300",0,"SAS","Fry","Depth","Soft","Low"
"140","Jul 2012",2012,7,"critical","LOB","F300",0,"SAS","Fry","Depth","Soft","Low"
"141","Mar 2012",2012,3,"critical","MC","F300",0,"SAS","Fry","Depth","Soft","Low"
"142","Apr 2012",2012,4,"critical","MC","F300",0,"SAS","Fry","Depth","Soft","Low"
"143","May 2012",2012,5,"critical","MC","F300",0,"SAS","Fry","Depth","Soft","Low"
"144","Jun 2012",2012,6,"critical","MC","F300",0,"SAS","Fry","Depth","Soft","Low"
"145","Jul 2012",2012,7,"critical","MC","F300",0,"SAS","Fry","Depth","Soft","Low"
"146","Mar 2012",2012,3,"critical","ROB","F300",0,"SAS","Fry","Depth","Soft","Low"
"147","Apr 2012",2012,4,"critical","ROB","F300",0,"SAS","Fry","Depth","Soft","Low"
"148","May 2012",2012,5,"critical","ROB","F300",0,"SAS","Fry","Depth","Soft","Low"
"149","Jun 2012",2012,6,"critical","ROB","F300",0,"SAS","Fry","Depth","Soft","Low"
"150","Jul 2012",2012,7,"critical","ROB","F300",0,"SAS","Fry","Depth","Soft","Low"
"151","Mar 2013",2013,3,"critical","LOB","F300",0,"SAS","Fry","Depth","Soft","Low"
"152","Apr 2013",2013,4,"critical","LOB","F300",0,"SAS","Fry","Depth","Soft","Low"
"153","May 2013",2013,5,"critical","LOB","F300",0,"SAS","Fry","Depth","Soft","Low"
"154","Jun 2013",2013,6,"critical","LOB","F300",0,"SAS","Fry","Depth","Soft","Low"
"155","Jul 2013",2013,7,"critical","LOB","F300",0,"SAS","Fry","Depth","Soft","Low"
"156","Mar 2013",2013,3,"critical","MC","F300",0,"SAS","Fry","Depth","Soft","Low"
"157","Apr 2013",2013,4,"critical","MC","F300",0,"SAS","Fry","Depth","Soft","Low"
"158","May 2013",2013,5,"critical","MC","F300",0,"SAS","Fry","Depth","Soft","Low"
"159","Jun 2013",2013,6,"critical","MC","F300",0,"SAS","Fry","Depth","Soft","Low"
"160","Jul 2013",2013,7,"critical","MC","F300",0,"SAS","Fry","Depth","Soft","Low"
"161","Mar 2013",2013,3,"critical","ROB","F300",0,"SAS","Fry","Depth","Soft","Low"
"162","Apr 2013",2013,4,"critical","ROB","F300",0,"SAS","Fry","Depth","Soft","Low"
"163","May 2013",2013,5,"critical","ROB","F300",0,"SAS","Fry","Depth","Soft","Low"
"164","Jun 2013",2013,6,"critical","ROB","F300",0,"SAS","Fry","Depth","Soft","Low"
"165","Jul 2013",2013,7,"critical","ROB","F300",0,"SAS","Fry","Depth","Soft","Low"
"166","Mar 2014",2014,3,"critical","LOB","F300",0,"SAS","Fry","Depth","Soft","Low"
"167","Apr 2014",2014,4,"critical","LOB","F300",0,"SAS","Fry","Depth","Soft","Low"
"168","May 2014",2014,5,"critical","LOB","F300",0,"SAS","Fry","Depth","Soft","Low"
"169","Jun 2014",2014,6,"critical","LOB","F300",0,"SAS","Fry","Depth","Soft","Low"
"170","Jul 2014",2014,7,"critical","LOB","F300",0,"SAS","Fry","Depth","Soft","Low"
"171","Mar 2014",2014,3,"critical","MC","F300",0,"SAS","Fry","Depth","Soft","Low"
"172","Apr 2014",2014,4,"critical","MC","F300",0,"SAS","Fry","Depth","Soft","Low"
"173","May 2014",2014,5,"critical","MC","F300",0,"SAS","Fry","Depth","Soft","Low"
"174","Jun 2014",2014,6,"critical","MC","F300",0,"SAS","Fry","Depth","Soft","Low"
"175","Jul 2014",2014,7,"critical","MC","F300",0,"SAS","Fry","Depth","Soft","Low"
"176","Mar 2014",2014,3,"critical","ROB","F300",0,"SAS","Fry","Depth","Soft","Low"
"177","Apr 2014",2014,4,"critical","ROB","F300",0,"SAS","Fry","Depth","Soft","Low"
"178","May 2014",2014,5,"critical","ROB","F300",0,"SAS","Fry","Depth","Soft","Low"
"179","Jun 2014",2014,6,"critical","ROB","F300",0,"SAS","Fry","Depth","Soft","Low"
"180","Jul 2014",2014,7,"critical","ROB","F300",0,"SAS","Fry","Depth","Soft","Low"
"181","Mar 2015",2015,3,"critical","LOB","F300",0,"SAS","Fry","Depth","Soft","Low"
"182","Apr 2015",2015,4,"critical","LOB","F300",0,"SAS","Fry","Depth","Soft","Low"
"183","May 2015",2015,5,"critical","LOB","F300",0,"SAS","Fry","Depth","Soft","Low"
"184","Jun 2015",2015,6,"critical","LOB","F300",0,"SAS","Fry","Depth","Soft","Low"
"185","Jul 2015",2015,7,"critical","LOB","F300",0,"SAS","Fry","Depth","Soft","Low"
"186","Mar 2015",2015,3,"critical","MC","F300",0,"SAS","Fry","Depth","Soft","Low"
"187","Apr 2015",2015,4,"critical","MC","F300",0,"SAS","Fry","Depth","Soft","Low"
"188","May 2015",2015,5,"critical","MC","F300",0,"SAS","Fry","Depth","Soft","Low"
"189","Jun 2015",2015,6,"critical","MC","F300",0,"SAS","Fry","Depth","Soft","Low"
"190","Jul 2015",2015,7,"critical","MC","F300",0,"SAS","Fry","Depth","Soft","Low"
"191","Mar 2015",2015,3,"critical","ROB","F300",0,"SAS","Fry","Depth","Soft","Low"
"192","Apr 2015",2015,4,"critical","ROB","F300",0,"SAS","Fry","Depth","Soft","Low"
"193","May 2015",2015,5,"critical","ROB","F300",0,"SAS","Fry","Depth","Soft","Low"
"194","Jun 2015",2015,6,"critical","ROB","F300",0,"SAS","Fry","Depth","Soft","Low"
"195","Jul 2015",2015,7,"critical","ROB","F300",0,"SAS","Fry","Depth","Soft","Low"
"196","Mar 2016",2016,3,"critical","LOB","F300",17,"SAS","Fry","Depth","Soft","Partial"
"197","Apr 2016",2016,4,"critical","LOB","F300",0,"SAS","Fry","Depth","Soft","Low"
"198","May 2016",2016,5,"critical","LOB","F300",0,"SAS","Fry","Depth","Soft","Low"
"199","Jun 2016",2016,6,"critical","LOB","F300",0,"SAS","Fry","Depth","Soft","Low"
"200","Jul 2016",2016,7,"critical","LOB","F300",0,"SAS","Fry","Depth","Soft","Low"
"201","Mar 2016",2016,3,"critical","MC","F300",0,"SAS","Fry","Depth","Soft","Low"
"202","Apr 2016",2016,4,"critical","MC","F300",0,"SAS","Fry","Depth","Soft","Low"
"203","May 2016",2016,5,"critical","MC","F300",0,"SAS","Fry","Depth","Soft","Low"
"204","Jun 2016",2016,6,"critical","MC","F300",0,"SAS","Fry","Depth","Soft","Low"
"205","Jul 2016",2016,7,"critical","MC","F300",0,"SAS","Fry","Depth","Soft","Low"
"206","Mar 2016",2016,3,"critical","ROB","F300",17,"SAS","Fry","Depth","Soft","Partial"
"207","Apr 2016",2016,4,"critical","ROB","F300",0,"SAS","Fry","Depth","Soft","Low"
"208","May 2016",2016,5,"critical","ROB","F300",0,"SAS","Fry","Depth","Soft","Low"
"209","Jun 2016",2016,6,"critical","ROB","F300",0,"SAS","Fry","Depth","Soft","Low"
"210","Jul 2016",2016,7,"critical","ROB","F300",0,"SAS","Fry","Depth","Soft","Low"
"211","Mar 2010",2010,3,"critical","MC","F319",0,"SAS","Fry","Depth","Concrete","Low"
"212","Apr 2010",2010,4,"critical","MC","F319",0,"SAS","Fry","Depth","Concrete","Low"
"213","May 2010",2010,5,"critical","MC","F319",0,"SAS","Fry","Depth","Concrete","Low"
"214","Jun 2010",2010,6,"critical","MC","F319",0,"SAS","Fry","Depth","Concrete","Low"
"215","Jul 2010",2010,7,"critical","MC","F319",0,"SAS","Fry","Depth","Concrete","Low"
"216","Mar 2011",2011,3,"critical","MC","F319",0,"SAS","Fry","Depth","Concrete","Low"
"217","Apr 2011",2011,4,"critical","MC","F319",0,"SAS","Fry","Depth","Concrete","Low"
"218","May 2011",2011,5,"critical","MC","F319",0,"SAS","Fry","Depth","Concrete","Low"
"219","Jun 2011",2011,6,"critical","MC","F319",0,"SAS","Fry","Depth","Concrete","Low"
"220","Jul 2011",2011,7,"critical","MC","F319",0,"SAS","Fry","Depth","Concrete","Low"
"221","Mar 2012",2012,3,"critical","MC","F319",0,"SAS","Fry","Depth","Concrete","Low"
"222","Apr 2012",2012,4,"critical","MC","F319",0,"SAS","Fry","Depth","Concrete","Low"
"223","May 2012",2012,5,"critical","MC","F319",0,"SAS","Fry","Depth","Concrete","Low"
"224","Jun 2012",2012,6,"critical","MC","F319",0,"SAS","Fry","Depth","Concrete","Low"
"225","Jul 2012",2012,7,"critical","MC","F319",0,"SAS","Fry","Depth","Concrete","Low"
"226","Mar 2013",2013,3,"critical","MC","F319",0,"SAS","Fry","Depth","Concrete","Low"
"227","Apr 2013",2013,4,"critical","MC","F319",0,"SAS","Fry","Depth","Concrete","Low"
"228","May 2013",2013,5,"critical","MC","F319",0,"SAS","Fry","Depth","Concrete","Low"
"229","Jun 2013",2013,6,"critical","MC","F319",0,"SAS","Fry","Depth","Concrete","Low"
"230","Jul 2013",2013,7,"critical","MC","F319",0,"SAS","Fry","Depth","Concrete","Low"
"231","Mar 2014",2014,3,"critical","MC","F319",0,"SAS","Fry","Depth","Concrete","Low"
"232","Apr 2014",2014,4,"critical","MC","F319",0,"SAS","Fry","Depth","Concrete","Low"
"233","May 2014",2014,5,"critical","MC","F319",0,"SAS","Fry","Depth","Concrete","Low"
"234","Jun 2014",2014,6,"critical","MC","F319",0,"SAS","Fry","Depth","Concrete","Low"
"235","Jul 2014",2014,7,"critical","MC","F319",0,"SAS","Fry","Depth","Concrete","Low"
"236","Mar 2015",2015,3,"critical","MC","F319",0,"SAS","Fry","Depth","Concrete","Low"
"237","Apr 2015",2015,4,"critical","MC","F319",0,"SAS","Fry","Depth","Concrete","Low"
"238","May 2015",2015,5,"critical","MC","F319",0,"SAS","Fry","Depth","Concrete","Low"
"239","Jun 2015",2015,6,"critical","MC","F319",0,"SAS","Fry","Depth","Concrete","Low"
"240","Jul 2015",2015,7,"critical","MC","F319",0,"SAS","Fry","Depth","Concrete","Low"
"241","Mar 2016",2016,3,"critical","MC","F319",0,"SAS","Fry","Depth","Concrete","Low"
"242","Apr 2016",2016,4,"critical","MC","F319",0,"SAS","Fry","Depth","Concrete","Low"
"243","May 2016",2016,5,"critical","MC","F319",0,"SAS","Fry","Depth","Concrete","Low"
"244","Jun 2016",2016,6,"critical","MC","F319",0,"SAS","Fry","Depth","Concrete","Low"
"245","Jul 2016",2016,7,"critical","MC","F319",0,"SAS","Fry","Depth","Concrete","Low"
"246","Mar 2010",2010,3,"critical","MC","F34D",0,"SAS","Fry","Depth","Concrete","Low"
"247","Apr 2010",2010,4,"critical","MC","F34D",0,"SAS","Fry","Depth","Concrete","Low"
"248","May 2010",2010,5,"critical","MC","F34D",0,"SAS","Fry","Depth","Concrete","Low"
"249","Jun 2010",2010,6,"critical","MC","F34D",0,"SAS","Fry","Depth","Concrete","Low"
"250","Jul 2010",2010,7,"critical","MC","F34D",0,"SAS","Fry","Depth","Concrete","Low"
"251","Mar 2011",2011,3,"critical","MC","F34D",0,"SAS","Fry","Depth","Concrete","Low"
"252","Apr 2011",2011,4,"critical","MC","F34D",0,"SAS","Fry","Depth","Concrete","Low"
"253","May 2011",2011,5,"critical","MC","F34D",0,"SAS","Fry","Depth","Concrete","Low"
"254","Jun 2011",2011,6,"critical","MC","F34D",0,"SAS","Fry","Depth","Concrete","Low"
"255","Jul 2011",2011,7,"critical","MC","F34D",0,"SAS","Fry","Depth","Concrete","Low"
"256","Mar 2012",2012,3,"critical","MC","F34D",0,"SAS","Fry","Depth","Concrete","Low"
"257","Apr 2012",2012,4,"critical","MC","F34D",0,"SAS","Fry","Depth","Concrete","Low"
"258","May 2012",2012,5,"critical","MC","F34D",0,"SAS","Fry","Depth","Concrete","Low"
"259","Jun 2012",2012,6,"critical","MC","F34D",0,"SAS","Fry","Depth","Concrete","Low"
"260","Jul 2012",2012,7,"critical","MC","F34D",0,"SAS","Fry","Depth","Concrete","Low"
"261","Mar 2013",2013,3,"critical","MC","F34D",0,"SAS","Fry","Depth","Concrete","Low"
"262","Apr 2013",2013,4,"critical","MC","F34D",0,"SAS","Fry","Depth","Concrete","Low"
"263","May 2013",2013,5,"critical","MC","F34D",0,"SAS","Fry","Depth","Concrete","Low"
"264","Jun 2013",2013,6,"critical","MC","F34D",0,"SAS","Fry","Depth","Concrete","Low"
"265","Jul 2013",2013,7,"critical","MC","F34D",0,"SAS","Fry","Depth","Concrete","Low"
"266","Mar 2014",2014,3,"critical","MC","F34D",0,"SAS","Fry","Depth","Concrete","Low"
"267","Apr 2014",2014,4,"critical","MC","F34D",0,"SAS","Fry","Depth","Concrete","Low"
"268","May 2014",2014,5,"critical","MC","F34D",0,"SAS","Fry","Depth","Concrete","Low"
"269","Jun 2014",2014,6,"critical","MC","F34D",0,"SAS","Fry","Depth","Concrete","Low"
"270","Jul 2014",2014,7,"critical","MC","F34D",0,"SAS","Fry","Depth","Concrete","Low"
"271","Mar 2015",2015,3,"critical","MC","F34D",0,"SAS","Fry","Depth","Concrete","Low"
"272","Apr 2015",2015,4,"critical","MC","F34D",0,"SAS","Fry","Depth","Concrete","Low"
"273","May 2015",2015,5,"critical","MC","F34D",0,"SAS","Fry","Depth","Concrete","Low"
"274","Jun 2015",2015,6,"critical","MC","F34D",0,"SAS","Fry","Depth","Concrete","Low"
"275","Jul 2015",2015,7,"critical","MC","F34D",0,"SAS","Fry","Depth","Concrete","Low"
"276","Mar 2016",2016,3,"critical","MC","F34D",0,"SAS","Fry","Depth","Concrete","Low"
"277","Apr 2016",2016,4,"critical","MC","F34D",0,"SAS","Fry","Depth","Concrete","Low"
"278","May 2016",2016,5,"critical","MC","F34D",0,"SAS","Fry","Depth","Concrete","Low"
"279","Jun 2016",2016,6,"critical","MC","F34D",0,"SAS","Fry","Depth","Concrete","Low"
"280","Jul 2016",2016,7,"critical","MC","F34D",0,"SAS","Fry","Depth","Concrete","Low"
"281","Mar 2010",2010,3,"critical","LOB","F37B",0,"SAS","Fry","Depth","Soft","Low"
"282","Apr 2010",2010,4,"critical","LOB","F37B",0,"SAS","Fry","Depth","Soft","Low"
"283","May 2010",2010,5,"critical","LOB","F37B",0,"SAS","Fry","Depth","Soft","Low"
