"","water_year","month","TimePeriod","position","Node","Species","Life_Stage","Hydraulic","bottom_type","WYT","Low","Medium","High","Suitability_Class"
"165",2015,8,"Annual","ROB","11101250","Typha","Adult","Depth","Soft","MODERATE",0,0,0,"Low"
"166",2016,8,"Annual","LOB","11101250","Typha","Adult","Depth","Soft","DRY",8,4,0,"Partial"
"167",2016,8,"Annual","MC","11101250","Typha","Adult","Depth","Soft","DRY",29,28,26,"High"
"168",2016,8,"Annual","ROB","11101250","Typha","Adult","Depth","Soft","DRY",8,5,0,"Partial"
"169",2010,9,"Annual","LOB","11101250","Typha","Adult","Depth","Soft","WET",19,9,0,"Partial"
"170",2010,9,"Annual","MC","11101250","Typha","Adult","Depth","Soft","WET",30,30,19,"Partial"
"171",2010,9,"Annual","ROB","11101250","Typha","Adult","Depth","Soft","WET",19,12,0,"Partial"
"172",2011,9,"Annual","LOB","11101250","Typha","Adult","Depth","Soft","WET",0,0,0,"Low"
"173",2011,9,"Annual","MC","11101250","Typha","Adult","Depth","Soft","WET",30,30,30,"High"
"174",2011,9,"Annual","ROB","11101250","Typha","Adult","Depth","Soft","WET",0,0,0,"Low"
"175",2012,9,"Annual","LOB","11101250","Typha","Adult","Depth","Soft","DRY",0,0,0,"Low"
"176",2012,9,"Annual","MC","11101250","Typha","Adult","Depth","Soft","DRY",30,30,30,"High"
"177",2012,9,"Annual","ROB","11101250","Typha","Adult","Depth","Soft","DRY",0,0,0,"Low"
"178",2013,9,"Annual","LOB","11101250","Typha","Adult","Depth","Soft","DRY",0,0,0,"Low"
"179",2013,9,"Annual","MC","11101250","Typha","Adult","Depth","Soft","DRY",30,29,29,"High"
"180",2013,9,"Annual","ROB","11101250","Typha","Adult","Depth","Soft","DRY",0,0,0,"Low"
"181",2014,9,"Annual","LOB","11101250","Typha","Adult","Depth","Soft","DRY",0,0,0,"Low"
"182",2014,9,"Annual","MC","11101250","Typha","Adult","Depth","Soft","DRY",26,26,2,"Partial"
"183",2014,9,"Annual","ROB","11101250","Typha","Adult","Depth","Soft","DRY",0,0,0,"Low"
"184",2015,9,"Annual","LOB","11101250","Typha","Adult","Depth","Soft","MODERATE",0,0,0,"Low"
"185",2015,9,"Annual","MC","11101250","Typha","Adult","Depth","Soft","MODERATE",30,30,30,"High"
"186",2015,9,"Annual","ROB","11101250","Typha","Adult","Depth","Soft","MODERATE",0,0,0,"Low"
"187",2016,9,"Annual","LOB","11101250","Typha","Adult","Depth","Soft","DRY",0,0,0,"Low"
"188",2016,9,"Annual","MC","11101250","Typha","Adult","Depth","Soft","DRY",30,30,30,"High"
"189",2016,9,"Annual","ROB","11101250","Typha","Adult","Depth","Soft","DRY",0,0,0,"Low"
"190",2010,10,"Annual","LOB","11101250","Typha","Adult","Depth","Soft","WET",12,10,0,"Partial"
"191",2010,10,"Annual","MC","11101250","Typha","Adult","Depth","Soft","WET",21,18,17,"Partial"
"192",2010,10,"Annual","ROB","11101250","Typha","Adult","Depth","Soft","WET",12,11,0,"Partial"
"193",2011,10,"Annual","LOB","11101250","Typha","Adult","Depth","Soft","WET",26,8,0,"Partial"
"194",2011,10,"Annual","MC","11101250","Typha","Adult","Depth","Soft","WET",30,30,20,"Partial"
"195",2011,10,"Annual","ROB","11101250","Typha","Adult","Depth","Soft","WET",26,11,0,"Partial"
"196",2012,10,"Annual","LOB","11101250","Typha","Adult","Depth","Soft","DRY",0,0,0,"Low"
"197",2012,10,"Annual","MC","11101250","Typha","Adult","Depth","Soft","DRY",30,30,30,"High"
"198",2012,10,"Annual","ROB","11101250","Typha","Adult","Depth","Soft","DRY",0,0,0,"Low"
"199",2013,10,"Annual","LOB","11101250","Typha","Adult","Depth","Soft","DRY",0,0,0,"Low"
"200",2013,10,"Annual","MC","11101250","Typha","Adult","Depth","Soft","DRY",31,31,31,"High"
"201",2013,10,"Annual","ROB","11101250","Typha","Adult","Depth","Soft","DRY",0,0,0,"Low"
"202",2014,10,"Annual","LOB","11101250","Typha","Adult","Depth","Soft","DRY",0,0,0,"Low"
"203",2014,10,"Annual","MC","11101250","Typha","Adult","Depth","Soft","DRY",31,30,30,"High"
"204",2014,10,"Annual","ROB","11101250","Typha","Adult","Depth","Soft","DRY",0,0,0,"Low"
"205",2015,10,"Annual","LOB","11101250","Typha","Adult","Depth","Soft","MODERATE",0,0,0,"Low"
"206",2015,10,"Annual","MC","11101250","Typha","Adult","Depth","Soft","MODERATE",29,29,16,"Partial"
"207",2015,10,"Annual","ROB","11101250","Typha","Adult","Depth","Soft","MODERATE",0,0,0,"Low"
"208",2016,10,"Annual","LOB","11101250","Typha","Adult","Depth","Soft","DRY",0,0,0,"Low"
"209",2016,10,"Annual","MC","11101250","Typha","Adult","Depth","Soft","DRY",31,31,31,"High"
"210",2016,10,"Annual","ROB","11101250","Typha","Adult","Depth","Soft","DRY",0,0,0,"Low"
"211",2010,11,"Annual","LOB","11101250","Typha","Adult","Depth","Soft","WET",30,17,0,"Partial"
"212",2010,11,"Annual","MC","11101250","Typha","Adult","Depth","Soft","WET",26,25,7,"Partial"
"213",2010,11,"Annual","ROB","11101250","Typha","Adult","Depth","Soft","WET",30,21,0,"Partial"
"214",2011,11,"Annual","LOB","11101250","Typha","Adult","Depth","Soft","WET",24,11,0,"Partial"
"215",2011,11,"Annual","MC","11101250","Typha","Adult","Depth","Soft","WET",20,20,16,"Partial"
"216",2011,11,"Annual","ROB","11101250","Typha","Adult","Depth","Soft","WET",24,11,0,"Partial"
"217",2012,11,"Annual","LOB","11101250","Typha","Adult","Depth","Soft","DRY",0,0,0,"Low"
"218",2012,11,"Annual","MC","11101250","Typha","Adult","Depth","Soft","DRY",29,29,27,"High"
"219",2012,11,"Annual","ROB","11101250","Typha","Adult","Depth","Soft","DRY",0,0,0,"Low"
"220",2013,11,"Annual","LOB","11101250","Typha","Adult","Depth","Soft","DRY",0,0,0,"Low"
"221",2013,11,"Annual","MC","11101250","Typha","Adult","Depth","Soft","DRY",28,28,28,"High"
"222",2013,11,"Annual","ROB","11101250","Typha","Adult","Depth","Soft","DRY",0,0,0,"Low"
"223",2014,11,"Annual","LOB","11101250","Typha","Adult","Depth","Soft","DRY",0,0,0,"Low"
"224",2014,11,"Annual","MC","11101250","Typha","Adult","Depth","Soft","DRY",29,29,28,"High"
"225",2014,11,"Annual","ROB","11101250","Typha","Adult","Depth","Soft","DRY",0,0,0,"Low"
"226",2015,11,"Annual","LOB","11101250","Typha","Adult","Depth","Soft","MODERATE",0,0,0,"Low"
"227",2015,11,"Annual","MC","11101250","Typha","Adult","Depth","Soft","MODERATE",30,30,23,"High"
"228",2015,11,"Annual","ROB","11101250","Typha","Adult","Depth","Soft","MODERATE",0,0,0,"Low"
"229",2016,11,"Annual","LOB","11101250","Typha","Adult","Depth","Soft","DRY",0,0,0,"Low"
"230",2016,11,"Annual","MC","11101250","Typha","Adult","Depth","Soft","DRY",27,27,27,"High"
"231",2016,11,"Annual","ROB","11101250","Typha","Adult","Depth","Soft","DRY",0,0,0,"Low"
"232",2010,12,"Annual","LOB","11101250","Typha","Adult","Depth","Soft","WET",15,3,0,"Partial"
"233",2010,12,"Annual","MC","11101250","Typha","Adult","Depth","Soft","WET",20,19,16,"Partial"
"234",2010,12,"Annual","ROB","11101250","Typha","Adult","Depth","Soft","WET",15,3,0,"Partial"
"235",2011,12,"Annual","LOB","11101250","Typha","Adult","Depth","Soft","WET",0,0,0,"Low"
"236",2011,12,"Annual","MC","11101250","Typha","Adult","Depth","Soft","WET",29,29,29,"High"
"237",2011,12,"Annual","ROB","11101250","Typha","Adult","Depth","Soft","WET",1,0,0,"Low"
"238",2012,12,"Annual","LOB","11101250","Typha","Adult","Depth","Soft","DRY",0,0,0,"Low"
"239",2012,12,"Annual","MC","11101250","Typha","Adult","Depth","Soft","DRY",24,24,23,"High"
"240",2012,12,"Annual","ROB","11101250","Typha","Adult","Depth","Soft","DRY",0,0,0,"Low"
"241",2013,12,"Annual","LOB","11101250","Typha","Adult","Depth","Soft","DRY",0,0,0,"Low"
"242",2013,12,"Annual","MC","11101250","Typha","Adult","Depth","Soft","DRY",30,30,30,"High"
"243",2013,12,"Annual","ROB","11101250","Typha","Adult","Depth","Soft","DRY",0,0,0,"Low"
"244",2014,12,"Annual","LOB","11101250","Typha","Adult","Depth","Soft","DRY",1,0,0,"Low"
"245",2014,12,"Annual","MC","11101250","Typha","Adult","Depth","Soft","DRY",26,26,24,"High"
"246",2014,12,"Annual","ROB","11101250","Typha","Adult","Depth","Soft","DRY",1,0,0,"Low"
"247",2015,12,"Annual","LOB","11101250","Typha","Adult","Depth","Soft","MODERATE",0,0,0,"Low"
"248",2015,12,"Annual","MC","11101250","Typha","Adult","Depth","Soft","MODERATE",29,28,25,"High"
"249",2015,12,"Annual","ROB","11101250","Typha","Adult","Depth","Soft","MODERATE",0,0,0,"Low"
"250",2016,12,"Annual","LOB","11101250","Typha","Adult","Depth","Soft","DRY",0,0,0,"Low"
"251",2016,12,"Annual","MC","11101250","Typha","Adult","Depth","Soft","DRY",24,23,20,"Partial"
"252",2016,12,"Annual","ROB","11101250","Typha","Adult","Depth","Soft","DRY",0,0,0,"Low"
"253",2010,1,"Annual","LOB","F300","Typha","Adult","Depth","Soft","WET",29,0,0,"Partial"
"254",2010,1,"Annual","MC","F300","Typha","Adult","Depth","Soft","WET",29,27,27,"High"
"255",2010,1,"Annual","ROB","F300","Typha","Adult","Depth","Soft","WET",29,0,0,"Partial"
"256",2011,1,"Annual","LOB","F300","Typha","Adult","Depth","Soft","WET",31,0,0,"Partial"
"257",2011,1,"Annual","MC","F300","Typha","Adult","Depth","Soft","WET",29,29,26,"High"
"258",2011,1,"Annual","ROB","F300","Typha","Adult","Depth","Soft","WET",31,0,0,"Partial"
"259",2012,1,"Annual","LOB","F300","Typha","Adult","Depth","Soft","DRY",31,0,0,"Partial"
"260",2012,1,"Annual","MC","F300","Typha","Adult","Depth","Soft","DRY",28,28,27,"High"
"261",2012,1,"Annual","ROB","F300","Typha","Adult","Depth","Soft","DRY",31,0,0,"Partial"
"262",2013,1,"Annual","LOB","F300","Typha","Adult","Depth","Soft","DRY",31,0,0,"Partial"
"263",2013,1,"Annual","MC","F300","Typha","Adult","Depth","Soft","DRY",31,31,31,"High"
"264",2013,1,"Annual","ROB","F300","Typha","Adult","Depth","Soft","DRY",31,0,0,"Partial"
"265",2014,1,"Annual","LOB","F300","Typha","Adult","Depth","Soft","DRY",31,0,0,"Partial"
"266",2014,1,"Annual","MC","F300","Typha","Adult","Depth","Soft","DRY",28,28,27,"High"
"267",2014,1,"Annual","ROB","F300","Typha","Adult","Depth","Soft","DRY",31,0,0,"Partial"
"268",2015,1,"Annual","LOB","F300","Typha","Adult","Depth","Soft","MODERATE",28,0,0,"Partial"
