LAR_sites,sampledate,sitename,sitedesc,targetlatitude,targetlongitude,actuallatitude,actuallongitude,grouptype,variablename,result,unit
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Velocity and Discharge,Flow Discharge (Q) (metric),1.867,m3/s
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Habitat Complexity and Cover,Shannon Diversity (H) of Aquatic Habitat Types,0.31,None
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Channel Morphology,Shannon Diversity (H) of Flow Habitat Types,0.17,None
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Substrate Size and Composition,Shannon Diversity (H) of Natural Substrate Types,0.0,None
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Velocity and Discharge,Maximum Water Velocity (ft/s),4.6,ft/s
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Velocity and Discharge,Maximum Water Velocity (m/s),1.4,m/s
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Notable Field Conditions,Dominant Landuse/Landcover,"Suburban, Town",None
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Notable Field Conditions,Evidence of Fire,NO,None
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Notable Field Conditions,Evidence of Recent Rainfall,NO,None
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Bank Morphology,Percent Eroded Banks,0.0,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Bank Morphology,Percent Stable Banks,100.0,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Bank Morphology,Percent Vulnerable Banks,0.0,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Substrate Size and Composition,Percent Substrate as Bedrock,0.0,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Substrate Size and Composition,Percent Substrate Larger than Fine Gravel  (>16 mm),0.0,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Substrate Size and Composition,Percent Cobble,0.0,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Channel Morphology,Percent Cascade/Falls of Reach Wet Habitats,0.0,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,libray,Percent Cascade/Falls of Reach,0.0,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Substrate Size and Composition,CPOM Presence,2.0,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Channel Morphology,Percent Dry of Reach,0.0,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Channel Morphology,Percent Fast Water of Reach Wet Habitats,96.0,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Channel Morphology,Percent Fast Water of Reach,96.0,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Substrate Size and Composition,Percent Fines (silts/clay/muck),0.0,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Substrate Size and Composition,Percent Gravel - coarse,0.0,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Substrate Size and Composition,Percent Gravel - fine,0.0,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Channel Morphology,Percent Glide of Reach Wet Habitats,4.0,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Channel Morphology,Percent Glide of Reach,4.0,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Substrate Size and Composition,Percent Hardpan,0.0,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Algae Cover,Percent Presence of Attached Macroalgae,35.0,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Algae Cover,Percent Presence of Macroalgae,40.0,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Algae Cover,Percent Presence of Unattached Macroalgae,5.0,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Algae Cover,Percent Presence of Macrophytes,1.0,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Algae Cover,Percent Presence of Thick Microalgae (1mm+),1.0,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Algae Cover,Percent Presence of Thick Microalgae (1mm+) where Microalgae Present,1.0,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Algae Cover,Percent Presence of Microalgae,80.0,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Algae Cover,Percent Presence of Nuisance Algae (Macroalgae + Thick Microalgae (1mm+)),41.0,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Substrate Size and Composition,Percent Other Substrate,0.0,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Channel Morphology,Percent Pool of Reach Wet Habitats,0.0,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Channel Morphology,Percent Pool of Reach,0.0,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Channel Morphology,Percent Rapid of Reach Wet Habitats,0.0,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Channel Morphology,Percent Rapid of Reach,0.0,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Substrate Size and Composition,Percent Concrete/Asphalt,99.0,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Channel Morphology,Percent Riffle of Reach Wet Habitats,96.0,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Channel Morphology,Percent Riffle of Reach,96.0,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Channel Morphology,Percent Run of Reach Wet Habitats,0.0,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Channel Morphology,Percent Run of Reach,0.0,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Substrate Size and Composition,Percent Bedrock - rough,0.0,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Substrate Size and Composition,Percent Bedrock - smooth,0.0,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Substrate Size and Composition,Percent Sand,1.0,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Substrate Size and Composition,Percent Substrate Smaller than Sand (<2 mm),1.0,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Substrate Size and Composition,Percent Boulders - small,0.0,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Substrate Size and Composition,Percent Substrate Fine Gravel or Smaller (<16 mm),1.0,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Channel Morphology,Percent Slow Water of Reach Wet Habitats,4.0,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Channel Morphology,Percent Slow Water of Reach,4.0,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Substrate Size and Composition,Percent Wood,0.0,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Substrate Size and Composition,Percent Boulders - large,0.0,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Velocity and Discharge,Percent Zero Velocity Measurements,8.3,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Reach Condition,RBP Channel Alterations,,None
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Reach Condition,RBP Epifaunal Substrate/Available Cover,,None
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Reach Condition,RBP Sediment Deposition,,None
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Substrate Size and Composition,Particulate Particle Size 10th (d10),1.03,mm
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Substrate Size and Composition,Particulate Particle Size 25th (d25),1.03,mm
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Substrate Size and Composition,Particulate Particle Size Median (d50),1.03,mm
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Substrate Size and Composition,Particulate Particle Size 75th (d75),1.03,mm
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Substrate Size and Composition,Particulate Particle Size 90th (d90),1.03,mm
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Substrate Size and Composition,Particle Size 10th (d10),5660.0,mm
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Substrate Size and Composition,Particle Size 25th (d25),5660.0,mm
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Substrate Size and Composition,Particle Size Median (d50),5660.0,mm
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Substrate Size and Composition,Particle Size 75th (d75),5660.0,mm
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Substrate Size and Composition,Particle Size 90th (d90),5660.0,mm
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Channel Sinuosity and Slope,Sinuosity,1.08,None
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Channel Sinuosity and Slope,Percent 0.5% Slope,90.0,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Channel Sinuosity and Slope,Percent 0% Slope,0.0,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Channel Sinuosity and Slope,Percent 1% Slope,100.0,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Channel Sinuosity and Slope,Percent 2% Slope,100.0,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Human Influence,Combined Riparian Human Disturbance Index - EMAP ,3.19,None
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Human Influence,Combined Riparian Human Disturbance Index - SWAMP,3.19,None
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Human Influence,Buildings Riparian Human Disturbance,0.12,None
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Human Influence,Bridges/Abutments Riparian Human Disturbance,0.0,None
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Human Influence,Row Crops Riparian Human Disturbance,0.0,None
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Human Influence,Landfill/Trash Riparian Human Disturbance,0.95,None
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Human Influence,Logging Riparian Human Disturbance,0.0,None
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Human Influence,Mining Riparian Human Disturbance,0.0,None
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Human Influence,Orchards/Vineyards Riparian Human Disturbance,0.0,None
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Human Influence,Park/Lawn Riparian Human Disturbance,0.0,None
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Human Influence,Pipes (Inlet/Outlet) Riparian Human Disturbance,0.07,None
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Human Influence,Pasture/Range Riparian Human Disturbance,0.0,None
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Human Influence,Pavement/Cleared Lot Riparian Human Disturbance,0.0,None
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Human Influence,Road/Railroad Riparian Human Disturbance,0.55,None
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Human Influence,Vegetation Management Riparian Human Disturbance,0.0,None
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Human Influence,Wall/Rip-Rap Riparian Human Disturbance,1.5,None
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Channel Sinuosity and Slope,Mean Direction of Reach Flow,110.4,degrees
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Bank Morphology,Mean Bankfull Height,0.5,m
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Bank Morphology,Mean Bankfull Width,13.0,m
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Riparian Vegetation Cover and Structure,Mean Upper Canopy Trees and Saplings,0.0,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Riparian Vegetation Cover and Structure,Mean Bank Shade and Canopy cover,,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Riparian Vegetation Cover and Structure,Mean Mid-Channel Shade and Canopy cover,3.0,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Riparian Vegetation Cover and Structure,Mean Lower (Mid-Layer) and Upper Canopy Cover,3.0,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Riparian Vegetation Cover and Structure,Riparian Cover Sum of 3 Layers,8.0,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Substrate Size and Composition,Mean Cobble Embeddedness - channel/margin,,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Habitat Complexity and Cover,Mean Filamentous algae cover,60.2,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Habitat Complexity and Cover,Mean Aquatic Macrophytes/Emergent Vegetation cover,0.5,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Habitat Complexity and Cover,"Big shelters cover (sum LW, boulder, undercut banks, artificial)",0.0,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Habitat Complexity and Cover,Mean Woody Debris <0.3m cover,5.0,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Habitat Complexity and Cover,Mean Artificial structures cover,0.0,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Habitat Complexity and Cover,Mean Live tree roots cover,0.0,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Habitat Complexity and Cover,Mean Woody Debris >0.3m cover,0.0,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Habitat Complexity and Cover,"Natural shelter cover (sum LW, brush, overhang, boulders, undercut)",5.0,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Habitat Complexity and Cover,"Natural shelter cover (sum LW, brush, overhang, boulders, undercut, live tree roots, macrophytes)",5.5,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Habitat Complexity and Cover,Mean Overhanging vegetation cover,0.0,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Habitat Complexity and Cover,Mean Boulders cover,0.0,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Habitat Complexity and Cover,Mean Undercut Banks cover,0.0,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Riparian Vegetation Cover and Structure,Mean Vegetation Ground Cover,5.0,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Riparian Vegetation Cover and Structure,"Mean Barren, Bare Soil/Duff Ground cover",88.0,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Riparian Vegetation Cover and Structure,Mean Herbs/Grasses Ground Cover,5.0,%
412CE0232,7/16/2015 12:00:00 AM,LAR,Los Angeles River ~0.4mi above Hwy 101,34.15916667,-118.4558333,34.15931,-118.4578,Riparian Vegetation Cover and Structure,Mean Woody Shrubs Ground Cover,0.0,%
