"","season","position","water_year","Probability_Threshold","value","Species","Life_Stage","Hydraulic","Node"
"63","summer","ROB",2013,"Medium.Seasonal","99.9094202898551","SAS","Adult","Velocity","LA8"
"64","winter","ROB",2013,"Medium.Seasonal","97.5598526703499","SAS","Adult","Velocity","LA8"
"65","summer","ROB",2014,"Medium.Seasonal","99.6376811594203","SAS","Adult","Velocity","LA8"
"66","winter","ROB",2014,"Medium.Seasonal","95.8103130755064","SAS","Adult","Velocity","LA8"
"67","summer","ROB",2015,"Medium.Seasonal","99.4565217391304","SAS","Adult","Velocity","LA8"
"68","winter","ROB",2015,"Medium.Seasonal","96.7261904761905","SAS","Adult","Velocity","LA8"
"69","summer","ROB",2016,"Medium.Seasonal","99.411231884058","SAS","Adult","Velocity","LA8"
"70","winter","ROB",2016,"Medium.Seasonal","91.4364640883978","SAS","Adult","Velocity","LA8"
"71","summer","ROB",2010,"High.Seasonal","97.1460928652322","SAS","Adult","Velocity","LA8"
"72","winter","ROB",2010,"High.Seasonal","81.4686924493554","SAS","Adult","Velocity","LA8"
"73","summer","ROB",2011,"High.Seasonal","99.6603260869565","SAS","Adult","Velocity","LA8"
"74","winter","ROB",2011,"High.Seasonal","95.3067765567766","SAS","Adult","Velocity","LA8"
"75","summer","ROB",2012,"High.Seasonal","99.320652173913","SAS","Adult","Velocity","LA8"
"76","winter","ROB",2012,"High.Seasonal","93.6924493554328","SAS","Adult","Velocity","LA8"
"77","summer","ROB",2013,"High.Seasonal","99.8641304347826","SAS","Adult","Velocity","LA8"
"78","winter","ROB",2013,"High.Seasonal","97.2836095764273","SAS","Adult","Velocity","LA8"
"79","summer","ROB",2014,"High.Seasonal","99.411231884058","SAS","Adult","Velocity","LA8"
"80","winter","ROB",2014,"High.Seasonal","95.0966850828729","SAS","Adult","Velocity","LA8"
"81","summer","ROB",2015,"High.Seasonal","99.3659420289855","SAS","Adult","Velocity","LA8"
"82","winter","ROB",2015,"High.Seasonal","96.0164835164835","SAS","Adult","Velocity","LA8"
"83","summer","ROB",2016,"High.Seasonal","99.1847826086957","SAS","Adult","Velocity","LA8"
"84","winter","ROB",2016,"High.Seasonal","90.2163904235727","SAS","Adult","Velocity","LA8"
"85","summer","ROB",2010,"Node","LA8","SAS","Adult","Velocity","LA8"
"86","winter","ROB",2010,"Node","LA8","SAS","Adult","Velocity","LA8"
"87","summer","ROB",2011,"Node","LA8","SAS","Adult","Velocity","LA8"
"88","winter","ROB",2011,"Node","LA8","SAS","Adult","Velocity","LA8"
"89","summer","ROB",2012,"Node","LA8","SAS","Adult","Velocity","LA8"
"90","winter","ROB",2012,"Node","LA8","SAS","Adult","Velocity","LA8"
"91","summer","ROB",2013,"Node","LA8","SAS","Adult","Velocity","LA8"
"92","winter","ROB",2013,"Node","LA8","SAS","Adult","Velocity","LA8"
"93","summer","ROB",2014,"Node","LA8","SAS","Adult","Velocity","LA8"
"94","winter","ROB",2014,"Node","LA8","SAS","Adult","Velocity","LA8"
"95","summer","ROB",2015,"Node","LA8","SAS","Adult","Velocity","LA8"
"96","winter","ROB",2015,"Node","LA8","SAS","Adult","Velocity","LA8"
"97","summer","ROB",2016,"Node","LA8","SAS","Adult","Velocity","LA8"
"98","winter","ROB",2016,"Node","LA8","SAS","Adult","Velocity","LA8"
