"","season","position","water_year","Probability_Threshold","value","Species","Life_Stage","Hydraulic","Node"
"47","non_critical","ROB",2012,"Low.Seasonal","100","SAS","Juvenile","Depth","F319"
"48","critical","ROB",2012,"Low.Seasonal","100","SAS","Juvenile","Depth","F319"
"49","non_critical","ROB",2013,"Low.Seasonal","100","SAS","Juvenile","Depth","F319"
"50","critical","ROB",2013,"Low.Seasonal","100","SAS","Juvenile","Depth","F319"
"51","non_critical","ROB",2014,"Low.Seasonal","100","SAS","Juvenile","Depth","F319"
"52","critical","ROB",2014,"Low.Seasonal","100","SAS","Juvenile","Depth","F319"
"53","non_critical","ROB",2015,"Low.Seasonal","100","SAS","Juvenile","Depth","F319"
"54","critical","ROB",2015,"Low.Seasonal","100","SAS","Juvenile","Depth","F319"
"55","non_critical","ROB",2016,"Low.Seasonal","100","SAS","Juvenile","Depth","F319"
"56","critical","ROB",2016,"Low.Seasonal","100","SAS","Juvenile","Depth","F319"
"57","non_critical","ROB",2010,"Medium.Seasonal","0","SAS","Juvenile","Depth","F319"
"58","critical","ROB",2010,"Medium.Seasonal","0","SAS","Juvenile","Depth","F319"
"59","non_critical","ROB",2011,"Medium.Seasonal","0","SAS","Juvenile","Depth","F319"
"60","critical","ROB",2011,"Medium.Seasonal","0","SAS","Juvenile","Depth","F319"
"61","non_critical","ROB",2012,"Medium.Seasonal","0","SAS","Juvenile","Depth","F319"
"62","critical","ROB",2012,"Medium.Seasonal","0","SAS","Juvenile","Depth","F319"
"63","non_critical","ROB",2013,"Medium.Seasonal","0","SAS","Juvenile","Depth","F319"
"64","critical","ROB",2013,"Medium.Seasonal","0","SAS","Juvenile","Depth","F319"
"65","non_critical","ROB",2014,"Medium.Seasonal","0","SAS","Juvenile","Depth","F319"
"66","critical","ROB",2014,"Medium.Seasonal","0","SAS","Juvenile","Depth","F319"
"67","non_critical","ROB",2015,"Medium.Seasonal","0","SAS","Juvenile","Depth","F319"
"68","critical","ROB",2015,"Medium.Seasonal","0","SAS","Juvenile","Depth","F319"
"69","non_critical","ROB",2016,"Medium.Seasonal","0","SAS","Juvenile","Depth","F319"
"70","critical","ROB",2016,"Medium.Seasonal","0","SAS","Juvenile","Depth","F319"
"71","non_critical","ROB",2010,"High.Seasonal","0","SAS","Juvenile","Depth","F319"
"72","critical","ROB",2010,"High.Seasonal","0","SAS","Juvenile","Depth","F319"
"73","non_critical","ROB",2011,"High.Seasonal","0","SAS","Juvenile","Depth","F319"
"74","critical","ROB",2011,"High.Seasonal","0","SAS","Juvenile","Depth","F319"
"75","non_critical","ROB",2012,"High.Seasonal","0","SAS","Juvenile","Depth","F319"
"76","critical","ROB",2012,"High.Seasonal","0","SAS","Juvenile","Depth","F319"
"77","non_critical","ROB",2013,"High.Seasonal","0","SAS","Juvenile","Depth","F319"
"78","critical","ROB",2013,"High.Seasonal","0","SAS","Juvenile","Depth","F319"
"79","non_critical","ROB",2014,"High.Seasonal","0","SAS","Juvenile","Depth","F319"
"80","critical","ROB",2014,"High.Seasonal","0","SAS","Juvenile","Depth","F319"
"81","non_critical","ROB",2015,"High.Seasonal","0","SAS","Juvenile","Depth","F319"
"82","critical","ROB",2015,"High.Seasonal","0","SAS","Juvenile","Depth","F319"
"83","non_critical","ROB",2016,"High.Seasonal","0","SAS","Juvenile","Depth","F319"
"84","critical","ROB",2016,"High.Seasonal","0","SAS","Juvenile","Depth","F319"
"85","non_critical","ROB",2010,"Node","F319","SAS","Juvenile","Depth","F319"
"86","critical","ROB",2010,"Node","F319","SAS","Juvenile","Depth","F319"
"87","non_critical","ROB",2011,"Node","F319","SAS","Juvenile","Depth","F319"
"88","critical","ROB",2011,"Node","F319","SAS","Juvenile","Depth","F319"
"89","non_critical","ROB",2012,"Node","F319","SAS","Juvenile","Depth","F319"
"90","critical","ROB",2012,"Node","F319","SAS","Juvenile","Depth","F319"
"91","non_critical","ROB",2013,"Node","F319","SAS","Juvenile","Depth","F319"
"92","critical","ROB",2013,"Node","F319","SAS","Juvenile","Depth","F319"
"93","non_critical","ROB",2014,"Node","F319","SAS","Juvenile","Depth","F319"
"94","critical","ROB",2014,"Node","F319","SAS","Juvenile","Depth","F319"
"95","non_critical","ROB",2015,"Node","F319","SAS","Juvenile","Depth","F319"
"96","critical","ROB",2015,"Node","F319","SAS","Juvenile","Depth","F319"
"97","non_critical","ROB",2016,"Node","F319","SAS","Juvenile","Depth","F319"
"98","critical","ROB",2016,"Node","F319","SAS","Juvenile","Depth","F319"
